"Location","Job_Title","Industry","Company_Size","AI_Adoption_Level","Automation_Risk","Required_Skills","Salary_USD","Remote_Friendly","Job_Growth_Projection","GDP_2023_Billion_USD","GDP_Growth_2023_Percent","Automation_Impact_Score","Average_Salary","Stock_Option_Percent","Bonus_Percent","Stock_Options","Bonus","Total_Compensation","Automation_Probability","count","AI_Adoption_Count","AI_Adoption_Rate_Per_Company_Size","Job_Security_Index","Common_Degrees","Annual_Growth_Rate_Low","Annual_Growth_Rate_High","Annual_Growth_Rate_Mean","Projected_Total_Compensation_Low_5Y","Projected_Total_Compensation_High_5Y","Projected_Total_Compensation_Mean_5Y","Type_of_Automation"
"London","Sales Manager","Telecommunications","Medium","High","Low","Data Analysis",80636.3441738191,"Yes","Decline",3250,0.5,6,92718.4915744172,0.2,0.2,16127.2688347638,16127.2688347638,112890.881843347,51.4570672670379,42,9085,0.462300495321959,"Medium","Business Administration, Marketing, Economics",-2.46971637939708,0.525137913876213,-0.972289232760435,99622.2397074992,115886.341766944,107754.290737221,"Hybrid"
"London","Operations Manager","Entertainment","Small","High","Low","Communication",105505.587925908,"Yes","Growth",3250,0.5,6,109031.049523266,0.05,0.1,5275.27939629542,10550.5587925908,121331.426114795,51.4570672670379,58,9761,0.594201413789571,"High","Business Administration, Operations Management, Industrial Engineering",3.53028362060292,4.52513791387621,4.02771076723957,144314.616983973,151382.979425398,147848.798204686,"Unknown"
"London","Data Scientist","Healthcare","Medium","Medium","High","Data Analysis",45848.7254941947,"Yes","Growth",3250,0.5,8,96530.8726418514,0.1,0.15,4584.87254941947,6877.3088241292,57310.9068677433,78.1641557998955,60,9085,0.66042927903137,"Medium","Computer Science, Statistics, Mathematics",3.26054202642106,4.25272561084107,3.75663381863106,67283.609644163,70578.8164241005,68931.2130341317,"Cognitive"
"London","Operations Manager","Telecommunications","Large","Medium","Medium","Data Analysis",59806.1448149289,"No","Growth",3250,0.5,6,94180.119918208,0.2,0.2,11961.2289629858,11961.2289629858,83728.6027409005,44.0336386207491,65,9350,0.695187165775401,"Medium","Business Administration, Operations Management, Industrial Engineering",3.60526024993043,4.60085688606836,4.1030585679994,99950.017317588,104845.562761821,102397.790039705,"Hybrid"
"London","Marketing Specialist","Healthcare","Small","High","Low","Communication",74977.4788614711,"Yes","Decline",3250,0.5,6,86991.6621491288,0.1,0.15,7497.74788614711,11246.6218292207,93721.8485768388,51.4570672670379,58,9761,0.594201413789571,"Medium","Marketing, Business Administration, Communications",-2.46971637939708,0.525137913876213,-0.972289232760435,82706.2408610466,96208.675119366,89457.4579902063,"Cognitive"
"London","HR Manager","Education","Medium","Low","Low","Machine Learning",126849.580891344,"No","Growth",3250,0.5,2,88175.5155181202,0.05,0.1,6342.47904456721,12684.9580891344,145877.018025046,12.5822808779776,61,9085,0.671436433681893,"High","Human Resource Management, Business Administration, Psychology",3.92291896313243,4.92166073504463,4.42228984908853,176824.95654,185486.64999794,181155.80326897,"Cognitive"
"London","AI Researcher","Education","Medium","High","Low","Communication",93529.7462072525,"Yes","Decline",3250,0.5,6,94943.9993882827,0.05,0.1,4676.48731036263,9352.97462072525,107559.20813834,51.4570672670379,42,9085,0.462300495321959,"Medium","Computer Science, Artificial Intelligence, Mathematics",-2.46971637939708,0.525137913876213,-0.972289232760435,94917.2248541352,110413.196805373,102665.210829754,"Cognitive"
"London","Software Engineer","Telecommunications","Large","Medium","High","Machine Learning",62093.3254749441,"No","Stable",3250,0.5,8,90866.8330532954,0.2,0.2,12418.6650949888,12418.6650949888,86930.6556649217,78.1641557998955,65,9350,0.695187165775401,"Medium","Computer Science, Software Engineering, Information Technology",1.26054202642106,2.25272561084107,1.75663381863106,92549.5249680081,97173.4051160339,94861.465042021,"Hybrid"
"London","HR Manager","Telecommunications","Large","Medium","High","Data Analysis",116772.434687809,"Yes","Stable",3250,0.5,8,82799.7248063423,0.2,0.2,23354.4869375618,23354.4869375618,163481.408562933,78.1641557998955,65,9350,0.695187165775401,"Medium","Human Resource Management, Business Administration, Psychology",1.26054202642106,2.25272561084107,1.75663381863106,174048.229452221,182743.878114289,178396.053783255,"Hybrid"
"London","Operations Manager","Technology","Medium","Medium","Medium","Sales",92665.1446772256,"No","Stable",3250,0.5,6,103310.702295085,0.2,0.2,18533.0289354451,18533.0289354451,129731.202548116,44.0336386207491,60,9085,0.66042927903137,"Medium","Business Administration, Operations Management, Industrial Engineering",1.60526024993043,2.60085688606836,2.1030585679994,140483.528469696,147502.50066707,143993.014568383,"Unknown"
"London","Data Scientist","Manufacturing","Medium","Medium","High","Communication",112457.279074676,"No","Decline",3250,0.5,8,91147.6357823819,0.1,0.15,11245.7279074676,16868.5918612014,140571.598843345,78.1641557998955,60,9085,0.66042927903137,"Low","Computer Science, Statistics, Mathematics",-2.73945797357894,0.252725610841066,-1.24336618136894,122343.531412548,142356.902062793,132350.21673767,"Physical"
"London","HR Manager","Transportation","Small","Medium","High","Communication",46867.9860673442,"No","Growth",3250,0.5,8,74234.5255181535,0.05,0.1,2343.39930336721,4686.79860673442,53898.1839774459,78.1641557998955,54,9761,0.553222005942014,"Medium","Human Resource Management, Business Administration, Psychology",3.26054202642106,4.25272561084107,3.75663381863106,63277.0369458043,66376.022304362,64826.5296250832,"Physical"
"London","Cybersecurity Analyst","Education","Medium","Low","High","Data Analysis",90764.6687043248,"No","Decline",3250,0.5,6,86238.8000040038,0.05,0.1,4538.23343521624,9076.46687043248,104379.369009973,58.893505372107,61,9085,0.671436433681893,"Low","Computer Science, Information Technology, Cybersecurity",-2.54482440425828,0.449286245204508,-1.04776907952689,91757.0006324916,106745.34444986,99251.172541176,"Cognitive"
"London","HR Manager","Manufacturing","Medium","Medium","Medium","Sales",72017.7780314555,"No","Stable",3250,0.5,6,79012.961903044,0.1,0.15,7201.77780314555,10802.6667047183,90022.2225393193,44.0336386207491,60,9085,0.66042927903137,"Medium","Human Resource Management, Business Administration, Psychology",1.60526024993043,2.60085688606836,2.1030585679994,97483.405800677,102353.964808368,99918.6853045224,"Physical"
"London","Cybersecurity Analyst","Education","Small","Low","Medium","Cybersecurity",76583.2792653301,"Yes","Growth",3250,0.5,4,86238.8000040038,0.05,0.1,3829.16396326651,7658.32792653301,88070.7711551296,33.2159558497369,59,9761,0.60444626575146,"Medium","Computer Science, Information Technology, Cybersecurity",3.71451884591766,4.71119725033268,4.21285804812517,105688.950074594,110865.756665428,108277.353370011,"Cognitive"
"London","Cybersecurity Analyst","Telecommunications","Small","Low","High","UX/UI Design",119794.992146412,"No","Decline",3250,0.5,6,86775.6855755273,0.2,0.2,23958.9984292823,23958.9984292823,167712.989004976,58.893505372107,59,9761,0.60444626575146,"Low","Computer Science, Information Technology, Cybersecurity",-2.54482440425828,0.449286245204508,-1.04776907952689,147431.824738625,171514.552634834,159473.188686729,"Hybrid"
"London","Data Scientist","Technology","Small","Medium","High","Cybersecurity",86925.2485534556,"No","Decline",3250,0.5,8,83975.3549432316,0.2,0.2,17385.0497106911,17385.0497106911,121695.347974838,78.1641557998955,54,9761,0.553222005942014,"Low","Computer Science, Statistics, Mathematics",-2.73945797357894,0.252725610841066,-1.24336618136894,105914.983895947,123240.916911373,114577.95040366,"Unknown"
"London","HR Manager","Technology","Medium","High","Medium","Data Analysis",79886.8728012512,"Yes","Stable",3250,0.5,8,82537.4997722091,0.2,0.2,15977.3745602502,15977.3745602502,111841.621921752,67.4424779927358,42,9085,0.462300495321959,"Medium","Human Resource Management, Business Administration, Psychology",1.36883097227337,2.36208672447409,1.86545884837373,119708.681348035,125689.532276181,122699.106812108,"Unknown"
"London","Sales Manager","Manufacturing","Small","Medium","High","Project Management",82223.4229338285,"Yes","Growth",3250,0.5,8,84775.9185979811,0.1,0.15,8222.34229338285,12333.5134400743,102779.278667286,78.1641557998955,54,9761,0.553222005942014,"Medium","Business Administration, Marketing, Economics",3.26054202642106,4.25272561084107,3.75663381863106,120663.958106908,126573.46110401,123618.709605459,"Physical"
"London","Product Manager","Healthcare","Large","High","High","Python",58864.7330824255,"Yes","Stable",3250,0.5,10,66491.7132059299,0.1,0.15,5886.47330824255,8829.70996236383,73580.9163530319,85.310173262842,47,9350,0.502673796791444,"Medium","Business Administration, Marketing, Engineering",1.1883672500453,2.17983623271901,1.68410174138215,78058.1283278888,81957.9720037057,80008.0501657973,"Cognitive"
"London","Software Engineer","Transportation","Small","Low","Low","UX/UI Design",78250.0437005651,"Yes","Growth",3250,0.5,2,79104.7224448794,0.05,0.1,3912.50218502826,7825.00437005651,89987.5502556499,12.5822808779776,59,9761,0.60444626575146,"High","Computer Science, Software Engineering, Information Technology",3.92291896313243,4.92166073504463,4.42228984908853,109078.488705907,114421.650952421,111750.069829164,"Physical"
"New York","Marketing Specialist","Manufacturing","Large","Low","Medium","Data Analysis",111093.326240864,"Yes","Growth",26206,2.1,4,82402.1903411131,0.1,0.15,11109.3326240864,16663.9989361296,138866.65780108,33.2159558497369,54,9350,0.577540106951872,"Medium","Marketing, Business Administration, Communications",3.87451884591766,4.87119725033268,4.37285804812517,167935.730885149,176148.566688895,172042.148787022,"Physical"
"New York","UX Designer","Technology","Small","Low","Medium","Marketing",74766.235875328,"Yes","Growth",26206,2.1,4,82460.6371202069,0.2,0.2,14953.2471750656,14953.2471750656,104672.730225459,33.2159558497369,59,9761,0.60444626575146,"Medium","Graphic Design, Human-Computer Interaction, Psychology",3.87451884591766,4.87119725033268,4.37285804812517,126583.95998366,132774.50248021,129679.231231935,"Unknown"
"New York","Data Scientist","Transportation","Small","Low","Low","Python",31969.5263461284,"Yes","Growth",26206,2.1,2,78863.5812684809,0.05,0.1,1598.47631730642,3196.95263461284,36764.9552980477,12.5822808779776,59,9761,0.60444626575146,"High","Computer Science, Statistics, Mathematics",4.08291896313243,5.08166073504463,4.58228984908853,44908.7905306167,47105.1815052815,46006.9860179491,"Physical"
"New York","HR Manager","Manufacturing","Large","Low","Medium","Marketing",95713.796005344,"No","Decline",26206,2.1,4,79012.961903044,0.1,0.15,9571.3796005344,14357.0694008016,119642.24500668,33.2159558497369,54,9350,0.577540106951872,"Medium","Human Resource Management, Business Administration, Psychology",-2.12548115408234,0.871197250332683,-0.62714195187483,107456.515611432,124945.44593457,116200.980773001,"Physical"
"New York","UX Designer","Manufacturing","Medium","Medium","Medium","Python",63245.811521644,"No","Growth",26206,2.1,6,87848.2539378052,0.1,0.15,6324.5811521644,9486.8717282466,79057.264402055,44.0336386207491,60,9085,0.66042927903137,"Medium","Graphic Design, Human-Computer Interaction, Psychology",3.76526024993043,4.76085688606836,4.2630585679994,95104.6344728945,99755.5328496331,97430.0836612638,"Physical"
"New York","UX Designer","Telecommunications","Small","High","Medium","Marketing",83278.5202769993,"No","Stable",26206,2.1,8,94908.815690589,0.2,0.2,16655.7040553999,16655.7040553999,116589.928387799,67.4424779927358,58,9761,0.594201413789571,"Medium","Graphic Design, Human-Computer Interaction, Psychology",1.52883097227337,2.52208672447409,2.02545884837373,125778.949658887,132052.984636073,128915.96714748,"Hybrid"
"New York","UX Designer","Telecommunications","Small","High","High","Marketing",90053.7068150956,"No","Stable",26206,2.1,10,94908.815690589,0.2,0.2,18010.7413630191,18010.7413630191,126075.189541134,85.310173262842,58,9761,0.594201413789571,"Medium","Graphic Design, Human-Computer Interaction, Psychology",1.3483672500453,2.33983623271901,1.84410174138215,134807.300522498,141531.53538467,138169.417953584,"Hybrid"
"New York","HR Manager","Energy","Small","High","High","Machine Learning",61369.6400455337,"Yes","Growth",26206,2.1,10,86944.5953950594,0.1,0.15,6136.96400455337,9205.44600683006,76712.0500569171,85.310173262842,58,9761,0.594201413789571,"Medium","Human Resource Management, Business Administration, Psychology",3.3483672500453,4.33983623271901,3.84410174138215,90444.401257254,94866.8199379129,92655.6105975835,"Unknown"
"New York","Data Scientist","Education","Large","Low","High","Cybersecurity",118606.931976959,"Yes","Stable",26206,2.1,6,102573.663191675,0.05,0.1,5930.34659884793,11860.6931976959,136397.971773502,58.893505372107,54,9350,0.577540106951872,"Medium","Computer Science, Statistics, Mathematics",1.61517559574172,2.60928624520451,2.11223092047311,147774.933413068,155146.236732767,151460.585072917,"Cognitive"
"New York","AI Researcher","Education","Large","Low","High","Sales",93594.369061969,"No","Growth",26206,2.1,6,94943.9993882827,0.05,0.1,4679.71845309845,9359.4369061969,107633.524421264,58.893505372107,54,9350,0.577540106951872,"Medium","Computer Science, Artificial Intelligence, Mathematics",3.61517559574172,4.60928624520451,4.11223092047311,128547.725869514,134833.794236142,131690.760052828,"Cognitive"
"New York","Data Scientist","Entertainment","Medium","High","Medium","Cybersecurity",103150.488269702,"No","Decline",26206,2.1,8,102101.263082129,0.05,0.1,5157.52441348511,10315.0488269702,118623.061510158,67.4424779927358,42,9085,0.462300495321959,"Medium","Computer Science, Statistics, Mathematics",-2.47116902772663,0.522086724474095,-0.974541151626269,104672.891498872,121752.140669765,113212.516084318,"Unknown"
"New York","Data Scientist","Energy","Large","Medium","High","Marketing",127392.30661009,"No","Stable",26206,2.1,8,87743.6493571328,0.1,0.15,12739.230661009,19108.8459915135,159240.383262613,78.1641557998955,65,9350,0.695187165775401,"Medium","Computer Science, Statistics, Mathematics",1.42054202642106,2.41272561084107,1.91663381863106,170876.70083018,179400.164604081,175138.43271713,"Unknown"
"New York","Cybersecurity Analyst","Energy","Large","Medium","Medium","Sales",88642.4445585405,"No","Stable",26206,2.1,6,88025.4623282526,0.1,0.15,8864.24445585405,13296.3666837811,110803.055698176,44.0336386207491,65,9350,0.695187165775401,"Medium","Computer Science, Information Technology, Cybersecurity",1.76526024993043,2.76085688606836,2.2630585679994,120934.294483863,126966.843439318,123950.568961591,"Unknown"
"New York","Software Engineer","Manufacturing","Large","Medium","Medium","Python",106800.196534912,"No","Growth",26206,2.1,6,82207.5607537639,0.1,0.15,10680.0196534912,16020.0294802368,133500.24566864,44.0336386207491,65,9350,0.695187165775401,"Medium","Computer Science, Software Engineering, Information Technology",3.76526024993043,4.76085688606836,4.2630585679994,160598.676951281,168452.428033748,164525.552492514,"Physical"
"New York","Operations Manager","Education","Medium","Low","High","Machine Learning",121912.196460219,"No","Stable",26206,2.1,6,94561.8423201271,0.05,0.1,6095.60982301095,12191.2196460219,140199.025929252,58.893505372107,61,9085,0.671436433681893,"Medium","Business Administration, Operations Management, Industrial Engineering",1.61517559574172,2.60928624520451,2.11223092047311,151893.033685835,159469.755918677,155681.394802256,"Cognitive"
"New York","Operations Manager","Technology","Small","Low","High","JavaScript",117224.202306422,"No","Growth",26206,2.1,6,103310.702295085,0.2,0.2,23444.8404612845,23444.8404612845,164113.883228991,58.893505372107,59,9761,0.60444626575146,"Medium","Business Administration, Operations Management, Industrial Engineering",3.61517559574172,4.60928624520451,4.11223092047311,196002.747156479,205587.41044273,200795.078799604,"Unknown"
"New York","Product Manager","Finance","Medium","Medium","Low","UX/UI Design",128973.41915443,"Yes","Growth",26206,2.1,4,105546.60183526,0.2,0.2,25794.6838308859,25794.6838308859,180562.786816202,37.9677936993539,60,9085,0.66042927903137,"High","Business Administration, Marketing, Engineering",3.82652528363653,4.82272850426659,4.32462689395156,217856.162142294,228510.178411456,223183.170276875,"Cognitive"
"New York","HR Manager","Manufacturing","Large","Low","Medium","Python",95957.8983295738,"Yes","Stable",26206,2.1,4,79012.961903044,0.1,0.15,9595.78983295738,14393.6847494361,119947.372911967,33.2159558497369,54,9350,0.577540106951872,"Medium","Human Resource Management, Business Administration, Psychology",1.87451884591766,2.87119725033268,2.37285804812517,131619.001978892,138184.621132876,134901.811555884,"Physical"
"New York","Operations Manager","Entertainment","Large","Medium","High","Cybersecurity",93969.7063867706,"Yes","Growth",26206,2.1,8,109031.049523266,0.05,0.1,4698.48531933853,9396.97063867706,108065.162344786,78.1641557998955,65,9350,0.695187165775401,"Medium","Business Administration, Operations Management, Industrial Engineering",3.42054202642106,4.41272561084107,3.91663381863106,127855.601029634,134107.440639886,130981.52083476,"Unknown"
"New York","Data Scientist","Education","Small","Medium","High","Project Management",101228.040996955,"Yes","Decline",26206,2.1,8,102573.663191675,0.05,0.1,5061.40204984774,10122.8040996955,116412.247146498,78.1641557998955,54,9761,0.553222005942014,"Low","Computer Science, Statistics, Mathematics",-2.57945797357894,0.412725610841066,-1.08336618136894,102153.059996156,118834.474894482,110493.767445319,"Cognitive"
"New York","Operations Manager","Telecommunications","Small","Medium","Medium","Project Management",129293.900959378,"No","Stable",26206,2.1,6,94180.119918208,0.2,0.2,25858.7801918756,25858.7801918756,181011.461343129,44.0336386207491,54,9761,0.553222005942014,"Medium","Business Administration, Operations Management, Industrial Engineering",1.76526024993043,2.76085688606836,2.2630585679994,197562.181233102,207417.148636034,202489.664934568,"Hybrid"
"New York","AI Researcher","Retail","Medium","Medium","Medium","JavaScript",74057.1455118687,"No","Stable",26206,2.1,6,81607.8910442849,0.05,0.1,3702.85727559343,7405.71455118687,85165.717338649,44.0336386207491,60,9085,0.66042927903137,"Medium","Computer Science, Artificial Intelligence, Mathematics",1.76526024993043,2.76085688606836,2.2630585679994,92952.8150254002,97589.5676486429,95271.1913370215,"Unknown"
"New York","HR Manager","Energy","Small","High","Medium","Python",97554.5532464327,"Yes","Stable",26206,2.1,8,86944.5953950594,0.1,0.15,9755.45532464327,14633.1829869649,121943.191558041,67.4424779927358,58,9761,0.594201413789571,"Medium","Human Resource Management, Business Administration, Psychology",1.52883097227337,2.52208672447409,2.02545884837373,131554.129626071,138116.238889232,134835.184257651,"Unknown"
"New York","Data Scientist","Energy","Small","Low","Low","JavaScript",78283.6868148453,"Yes","Decline",26206,2.1,2,87743.6493571328,0.1,0.15,7828.36868148453,11742.5530222268,97854.6085185566,12.5822808779776,59,9761,0.60444626575146,"Medium","Computer Science, Statistics, Mathematics",-1.91708103686757,1.08166073504463,-0.417710150911473,88827.6543629825,103262.616909149,96045.1356360659,"Unknown"
"New York","Cybersecurity Analyst","Education","Small","High","High","UX/UI Design",84526.0780753523,"No","Growth",26206,2.1,10,86238.8000040038,0.05,0.1,4226.30390376762,8452.60780753523,97204.9897866552,85.310173262842,58,9761,0.594201413789571,"Medium","Computer Science, Information Technology, Cybersecurity",3.3483672500453,4.33983623271901,3.84410174138215,114605.816086892,120209.644460229,117407.73027356,"Cognitive"
"New York","AI Researcher","Telecommunications","Large","Low","Low","Project Management",92841.11623188,"No","Decline",26206,2.1,2,98396.7918232644,0.2,0.2,18568.223246376,18568.223246376,129977.562724632,12.5822808779776,54,9350,0.577540106951872,"Medium","Computer Science, Artificial Intelligence, Mathematics",-1.91708103686757,1.08166073504463,-0.417710150911473,117987.309861416,137160.870291289,127574.090076352,"Hybrid"
"New York","Product Manager","Technology","Large","Medium","Medium","UX/UI Design",98828.4299898185,"Yes","Stable",26206,2.1,6,95350.3467309926,0.2,0.2,19765.6859979637,19765.6859979637,138359.801985746,44.0336386207491,65,9350,0.695187165775401,"Medium","Business Administration, Marketing, Engineering",1.76526024993043,2.76085688606836,2.2630585679994,151010.682265405,158543.527579885,154777.104922645,"Unknown"
"New York","HR Manager","Entertainment","Small","Medium","Medium","Machine Learning",99829.5012736388,"Yes","Growth",26206,2.1,6,93839.4327514857,0.05,0.1,4991.47506368194,9982.95012736388,114803.926464685,44.0336386207491,54,9761,0.553222005942014,"Medium","Human Resource Management, Business Administration, Psychology",3.76526024993043,4.76085688606836,4.2630585679994,138107.301650992,144861.15784974,141484.229750366,"Unknown"
"New York","Sales Manager","Manufacturing","Large","High","High","Machine Learning",82709.0170692995,"Yes","Growth",26206,2.1,10,84775.9185979811,0.1,0.15,8270.90170692995,12406.3525603949,103386.271336624,85.310173262842,47,9350,0.502673796791444,"Medium","Business Administration, Marketing, Economics",3.3483672500453,4.33983623271901,3.84410174138215,121893.619090132,127853.795846502,124873.707468317,"Physical"
"New York","HR Manager","Entertainment","Large","Medium","Low","Marketing",92250.3142317623,"No","Growth",26206,2.1,4,93839.4327514857,0.05,0.1,4612.51571158811,9225.03142317623,106087.861366527,37.9677936993539,65,9350,0.695187165775401,"High","Human Resource Management, Business Administration, Psychology",3.82652528363653,4.82272850426659,4.32462689395156,127999.211436193,134258.872249415,131129.041842804,"Unknown"
"New York","Cybersecurity Analyst","Healthcare","Large","High","High","Project Management",98235.7258209174,"Yes","Stable",26206,2.1,10,91923.5864679735,0.1,0.15,9823.57258209174,14735.3588731376,122794.657276147,85.310173262842,47,9350,0.502673796791444,"Medium","Computer Science, Information Technology, Cybersecurity",1.3483672500453,2.33983623271901,1.84410174138215,131299.55486271,137848.822155902,134574.188509306,"Cognitive"
"New York","Marketing Specialist","Entertainment","Medium","Medium","High","Sales",107067.728866582,"Yes","Decline",26206,2.1,8,81401.7531481634,0.05,0.1,5353.38644332908,10706.7728866582,123127.888196569,78.1641557998955,60,9085,0.66042927903137,"Low","Marketing, Business Administration, Communications",-2.57945797357894,0.412725610841066,-1.08336618136894,108046.110769734,125689.850487058,116867.980628396,"Unknown"
"New York","AI Researcher","Technology","Large","High","Medium","JavaScript",117752.886141153,"No","Stable",26206,2.1,8,97187.9339511768,0.2,0.2,23550.5772282306,23550.5772282306,164854.040597614,67.4424779927358,47,9350,0.502673796791444,"Medium","Computer Science, Artificial Intelligence, Mathematics",1.52883097227337,2.52208672447409,2.02545884837373,177846.992104005,186718.255952797,182282.624028401,"Unknown"
"New York","Cybersecurity Analyst","Telecommunications","Small","High","High","Marketing",84272.1625300645,"Yes","Stable",26206,2.1,10,86775.6855755273,0.2,0.2,16854.4325060129,16854.4325060129,117981.02754209,85.310173262842,58,9761,0.594201413789571,"Medium","Computer Science, Information Technology, Cybersecurity",1.3483672500453,2.33983623271901,1.84410174138215,126152.527659937,132445.059452757,129298.793556347,"Hybrid"
"New York","Sales Manager","Retail","Small","Low","Medium","Cybersecurity",100249.330323808,"Yes","Decline",26206,2.1,4,105636.318446659,0.05,0.1,5012.46651619039,10024.9330323808,115286.729872379,33.2159558497369,59,9761,0.60444626575146,"Medium","Business Administration, Marketing, Economics",-2.12548115408234,0.871197250332683,-0.62714195187483,103544.615763692,120396.870465264,111970.743114478,"Unknown"
"New York","Cybersecurity Analyst","Energy","Medium","High","Medium","Python",88903.8273016504,"Yes","Stable",26206,2.1,8,88025.4623282526,0.1,0.15,8890.38273016504,13335.5740952476,111129.784127063,67.4424779927358,42,9085,0.462300495321959,"Medium","Computer Science, Information Technology, Cybersecurity",1.52883097227337,2.52208672447409,2.02545884837373,119888.464780836,125868.673897195,122878.569339015,"Unknown"
"New York","Software Engineer","Technology","Large","High","Low","Machine Learning",84124.0669971841,"No","Growth",26206,2.1,6,94878.2338835659,0.2,0.2,16824.8133994368,16824.8133994368,117773.693796058,51.4570672670379,47,9350,0.502673796791444,"High","Computer Science, Software Engineering, Information Technology",3.69028362060292,4.68513791387621,4.18771076723957,141168.762681413,148072.170982956,144620.466832185,"Unknown"
"New York","Cybersecurity Analyst","Retail","Medium","High","Low","UX/UI Design",68665.5778234757,"No","Growth",26206,2.1,6,73757.5797041457,0.05,0.1,3433.27889117378,6866.55778234757,78965.414496997,51.4570672670379,42,9085,0.462300495321959,"High","Computer Science, Information Technology, Cybersecurity",3.69028362060292,4.68513791387621,4.18771076723957,94651.4412502798,99280.0682416121,96965.754745946,"Unknown"
"New York","Data Scientist","Transportation","Small","High","Medium","Python",51033.0548114546,"No","Stable",26206,2.1,8,78863.5812684809,0.05,0.1,2551.65274057273,5103.30548114546,58688.0130331727,67.4424779927358,58,9761,0.594201413789571,"Medium","Computer Science, Statistics, Mathematics",1.52883097227337,2.52208672447409,2.02545884837373,63313.501766007,66471.6703282771,64892.586047142,"Physical"
"New York","Data Scientist","Manufacturing","Small","High","Medium","Cybersecurity",105779.267104688,"No","Decline",26206,2.1,8,91147.6357823819,0.1,0.15,10577.9267104688,15866.8900657032,132224.08388086,67.4424779927358,58,9761,0.594201413789571,"Medium","Computer Science, Statistics, Mathematics",-2.47116902772663,0.522086724474095,-0.974541151626269,116674.422404904,135711.935399802,126193.178902353,"Physical"
"New York","Sales Manager","Finance","Medium","High","Low","Cybersecurity",91850.8123098724,"Yes","Growth",26206,2.1,6,88699.0842730278,0.2,0.2,18370.1624619745,18370.1624619745,128591.137233821,51.4570672670379,42,9085,0.462300495321959,"High","Business Administration, Marketing, Economics",3.69028362060292,4.68513791387621,4.18771076723957,154135.029224175,161672.511455326,157903.77033975,"Cognitive"
"New York","Software Engineer","Retail","Medium","Medium","Low","Marketing",96165.2168112498,"No","Decline",26206,2.1,4,84917.5278462074,0.05,0.1,4808.26084056249,9616.52168112498,110589.999332937,37.9677936993539,60,9085,0.66042927903137,"Medium","Computer Science, Software Engineering, Information Technology",-2.17347471636347,0.82272850426659,-0.675373106048442,99082.9653280568,115214.751373537,107148.858350797,"Unknown"
"New York","Software Engineer","Telecommunications","Small","High","High","Python",103457.724326349,"Yes","Stable",26206,2.1,10,90866.8330532954,0.2,0.2,20691.5448652698,20691.5448652698,144840.814056889,85.310173262842,58,9761,0.594201413789571,"Medium","Computer Science, Software Engineering, Information Technology",1.3483672500453,2.33983623271901,1.84410174138215,154872.65352966,162597.75515268,158735.20434117,"Hybrid"
"New York","UX Designer","Education","Large","High","Low","Sales",89189.6329992842,"Yes","Growth",26206,2.1,6,93749.0560912962,0.05,0.1,4459.48164996421,8918.96329992842,102568.077949177,51.4570672670379,47,9350,0.502673796791444,"High","Graphic Design, Human-Computer Interaction, Psychology",3.69028362060292,4.68513791387621,4.18771076723957,122942.638444959,128954.756244489,125948.697344724,"Cognitive"
"New York","Software Engineer","Telecommunications","Large","Medium","High","Communication",88847.8407256899,"No","Stable",26206,2.1,8,90866.8330532954,0.2,0.2,17769.568145138,17769.568145138,124386.977015966,78.1641557998955,65,9350,0.695187165775401,"Medium","Computer Science, Software Engineering, Information Technology",1.42054202642106,2.41272561084107,1.91663381863106,133476.419883234,140134.328328431,136805.374105833,"Hybrid"
"New York","UX Designer","Education","Small","Medium","Medium","Communication",81549.1777918992,"Yes","Decline",26206,2.1,6,93749.0560912962,0.05,0.1,4077.45888959496,8154.91777918992,93781.5544606841,44.0336386207491,54,9761,0.553222005942014,"Medium","Graphic Design, Human-Computer Interaction, Psychology",-2.23473975006957,0.760856886068359,-0.736941432000604,83760.6869587,97403.9766240476,90582.3317913738,"Cognitive"
"New York","AI Researcher","Finance","Small","Low","High","JavaScript",111956.847217765,"Yes","Growth",26206,2.1,6,101418.714494522,0.2,0.2,22391.3694435531,22391.3694435531,156739.586104872,58.893505372107,59,9761,0.60444626575146,"Medium","Computer Science, Artificial Intelligence, Mathematics",3.61517559574172,4.60928624520451,4.11223092047311,187195.555063785,196349.540862448,191772.547963117,"Cognitive"
"New York","AI Researcher","Retail","Medium","Low","Medium","Python",102757.934763337,"No","Decline",26206,2.1,4,81607.8910442849,0.05,0.1,5137.89673816683,10275.7934763337,118171.624977837,33.2159558497369,61,9085,0.671436433681893,"Medium","Computer Science, Artificial Intelligence, Mathematics",-2.12548115408234,0.871197250332683,-0.62714195187483,106135.68028208,123409.639954885,114772.660118483,"Unknown"
"New York","UX Designer","Technology","Large","High","Medium","Marketing",84265.5765047752,"No","Decline",26206,2.1,8,82460.6371202069,0.2,0.2,16853.115300955,16853.115300955,117971.807106685,67.4424779927358,47,9350,0.502673796791444,"Medium","Graphic Design, Human-Computer Interaction, Psychology",-2.47116902772663,0.522086724474095,-0.974541151626269,104098.225151157,121083.707257796,112590.966204477,"Unknown"
"Paris","UX Designer","Healthcare","Medium","Medium","Low","Project Management",103239.911341266,"No","Decline",3190,0.7,4,106019.748116905,0.1,0.15,10323.9911341266,15485.9867011899,129049.889176583,37.9677936993539,60,9085,0.66042927903137,"Medium","Graphic Design, Human-Computer Interaction, Psychology",-2.31347471636347,0.68272850426659,-0.815373106048442,114797.107618447,133515.755652771,124156.431635609,"Cognitive"
